"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","出来高","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限"
"0001","日経平均株価（日経225）","東証","株価指数","20250609","38088.57","346.96","0.92","37741.61","38028.71","38178.01","38018.22","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20250609","2785.41","16.08","0.58","2769.33","2787.66","2791.76","2782.95","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20250609","4540","-30","-0.66","4570","4610","4630","4520","59800","272303","54835","3870","5270"
"130A","Veritas_In_Silico","東証GR","医薬品","20250609","632","-19","-2.92","651","650","650","630","37200","23754","4100","551","751"
"1332","ニッスイ","東証PR","水産・農林","20250609","832","-2.6","-0.31","834.6","836","837.8","832","587600","489746","259942","684.6","984.6"
"1333","マルハニチロ","東証PR","水産・農林","20250609","3037","-11","-0.36","3048","3054","3060","3036","102000","310479","153608","2348","3748"
"135A","VRAIN_Solution","東証GR","情報通信","20250609","2559","135","5.57","2424","2541","2650","2505","146900","377378","25871","1924","2924"
"1375","ユキグニファクトリー","東証PR","水産・農林","20250609","1096","6","0.55","1090","1097","1097","1089","35500","38835","43742","790","1390"
"1376","カネコ種苗","東証ST","水産・農林","20250609","1378","2","0.15","1376","1382","1382","1373","3200","4409","16223","1076","1676"
"1377","サカタのタネ","東証PR","水産・農林","20250609","3370","-25","-0.74","3395","3410","3430","3360","88200","298164","156404","2695","4095"
"1379","ホクト","東証PR","水産・農林","20250609","1801","1","0.06","1800","1802","1815","1801","32100","57941","60080","1400","2200"
"137A","Cocolive","東証GR","情報通信","20250609","1319","4","0.3","1315","1320","1320","1300","4500","5899","3918","1015","1615"
"1380","秋川牧園","東証ST","水産・農林","20250609","990","6","0.61","984","999","999","990","2900","2884","4137","834","1134"
"1381","アクシーズ","東証ST","水産・農林","20250609","3120","20","0.65","3100","3110","3125","3105","3300","10285","17527","2400","3800"
"1382","ホーブ","東証ST","水産・農林","20250609","1820","-1","-0.05","1821","1808","1999","1785","60000","113538","1387","1421","2221"
"1383","ベルグアース","東証ST","水産・農林","20250609","2990","35","1.18","2955","2955","2990","2955","1900","5639","4825","2455","3455"
"1384","ホクリヨウ","東証ST","水産・農林","20250609","1434","8","0.56","1426","1423","1434","1400","21400","30439","12130","1126","1726"
"138A","光フードサービス","東証GR","小売","20250609","1816","-29","-1.57","1845","1805","1816","1805","500","906","1801","1445","2245"
"1401","エムビーエス","東証GR","建設","20250609","900","68","8.17","832","846","900","846","28300","24703","6959","682","982"
"1407","ウエストホールディングス","東証ST","建設","20250609","1482","-6","-0.4","1488","1501","1505","1479","101900","151411","68213","1188","1788"
"1414","ショーボンドホールディングス","東証PR","建設","20250609","4900","26","0.53","4874","4910","4915","4880","74100","363079","268251","4174","5574"
"1417","ミライト・ワン","東証PR","建設","20250609","2500","12","0.48","2488","2497","2512.5","2485","276500","691043","228313","1988","2988"
"1418","インターライフホールディングス","東証ST","建設","20250609","407","9","2.26","398","404","407","401","38000","15377","6923","318","478"
"1419","タマホーム","東証PR","建設","20250609","3460","-20","-0.57","3480","3490","3505","3450","130100","451410","101917","2780","4180"
"141A","トライアルホールディングス","東証GR","小売","20250609","2070","8","0.39","2062","2066","2086","2033","610000","1257715","253313","1562","2562"
"1420","サンヨーホームズ","東証ST","建設","20250609","680","-3","-0.44","683","685","685","680","9400","6421","8582","583","783"
"1429","日本アクア","東証PR","建設","20250609","779","-5","-0.64","784","786","788","779","27800","21786","27078","634","934"
"142A","ジンジブ","東証GR","サービス","20250609","596","-12","-1.97","608","605","605","593","7200","4311","1730","508","708"
"1430","ファーストコーポレーション","東証ST","建設","20250609","848","-6","-0.7","854","853","857","842","62300","52848","11332","704","1004"
"1431","Lib_Work","東証GR","建設","20250609","697","2","0.29","695","696","698","695","11000","7661","16834","595","795"
"1433","ベステラ","東証PR","建設","20250609","1119","-13","-1.15","1132","1146","1154","1116","191700","216255","11563","832","1432"
"1434","JESCOホールディングス","東証ST","建設","20250609","877","1","0.11","876","878","878","873","11400","9982","6099","726","1026"
"1435","robot_home","東証ST","不動産","20250609","149","-1","-0.67","150","150","150","147","285300","42372","13578","100","200"
"1436","グリーンエナジー＆カンパニー","東証GR","建設","20250609","2161","-28","-1.28","2189","2185","2185","2157","5800","12576","9259","1689","2689"
"1438","岐阜造園","東証ST","建設","20250609","1890","-22","-1.15","1912","1920","1920","1890","1200","2285","6129","1512","2312"
