"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","出来高","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限"
"0001","日経平均株価（日経225）","東証","株価指数","20251217","49512.28","128.99","0.26","49383.29","49413.19","49571.5","49077.81","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20251217","3369.39","-1.11","-0.03","3370.5","3366.24","3374.03","3343.88","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20251217","4675","10","0.21","4665","4670","4690","4645","24200","112959","56466","3965","5370"
"130A","Veritas_In_Silico","東証GR","医薬品","20251217","464","-26","-5.31","490","485","485","463","46500","21949","3010","410","570"
"1332","ニッスイ","東証PR","水産・農林","20251217","1159","-70.5","-5.73","1229.5","1189","1191.5","1147.5","3196700","3728575","362107","929.5","1529.5"
"1333","マルハニチロ","東証PR","水産・農林","20251217","3781","-29","-0.76","3810","3810","3820","3771","117700","445791","191239","3110","4510"
"135A","VRAIN_Solution","東証GR","情報通信","20251217","3205","-65","-1.99","3270","3250","3270","3175","52500","169288","32797","2570","3970"
"1375","ユキグニファクトリー","東証PR","水産・農林","20251217","1038","-2","-0.19","1040","1039","1041","1037","37600","39058","41427","740","1340"
"1376","カネコ種苗","東証ST","水産・農林","20251217","1566","-1","-0.06","1567","1567","1583","1566","7200","11327","18436","1167","1967"
"1377","サカタのタネ","東証PR","水産・農林","20251217","4200","-5","-0.12","4205","4200","4215","4155","104600","438118","190725","3505","4905"
"1379","ホクト","東証PR","水産・農林","20251217","2032","-21","-1.02","2053","2053","2055","2032","27500","56076","67786","1553","2553"
"137A","Cocolive","東証GR","情報通信","20251217","1065","-16","-1.48","1081","1081","1093","1064","9200","9892","3219","781","1381"
"1380","秋川牧園","東証ST","水産・農林","20251217","996","-5","-0.5","1001","1001","1001","996","1500","1499","4162","701","1301"
"1381","アクシーズ","東証ST","水産・農林","20251217","4080","-40","-0.97","4120","4110","4110","4040","2400","9818","22919","3420","4820"
"1382","ホーブ","東証ST","水産・農林","20251217","1806","-8","-0.44","1814","1815","1819","1801","3100","5613","1376","1414","2214"
"1383","ベルグアース","東証ST","水産・農林","20251217","3060","35","1.16","3025","3035","3070","3035","5800","17695","4938","2325","3725"
"1384","ホクリヨウ","東証ST","水産・農林","20251217","2960","99","3.46","2861","2870","2960","2850","80100","233546","25039","2361","3365"
"138A","光フードサービス","東証GR","小売","20251217","2503","-7","-0.28","2510","2515","2515","2503","1100","2757","2483","2010","3010"
"1401","エムビーエス","東証GR","建設","20251217","1308","-6","-0.46","1314","1286","1322","1286","4800","6269","10113","1014","1614"
"1407","ウエストホールディングス","東証ST","建設","20251217","1335","-12","-0.89","1347","1350","1355","1334","421200","565160","61447","1047","1647"
"1414","ショーボンドホールディングス","東証PR","建設","20251217","5100","-35","-0.68","5135","5135","5142","5085","260300","1328220","279200","4135","6135"
"1417","ミライト・ワン","東証PR","建設","20251217","3358","-8","-0.24","3366","3367","3373","3336","157800","529834","306670","2666","4066"
"1418","インターライフホールディングス","東証ST","建設","20251217","632","16","2.6","616","617","636","615","63400","39682","10751","516","716"
"1419","タマホーム","東証PR","建設","20251217","3510","-50","-1.4","3560","3570","3570","3505","127700","450127","103390","2860","4260"
"141A","トライアルホールディングス","東証GR","小売","20251217","2794","8","0.29","2786","2778","2833","2736","1193000","3325695","342169","2286","3290"
"1420","サンヨーホームズ","東証ST","建設","20251217","699","1","0.14","698","702","702","698","10100","7072","8905","598","798"
"1429","日本アクア","東証PR","建設","20251217","876","-8","-0.9","884","884","884","868","140700","122928","30450","734","1034"
"142A","ジンジブ","東証GR","サービス","20251217","650","16","2.52","634","634","652","634","7700","4946","1887","534","734"
"1430","ファーストコーポレーション","東証ST","建設","20251217","943","6","0.64","937","935","943","930","31100","29125","12602","787","1087"
"1431","Lib_Work","東証GR","建設","20251217","691","-7","-1","698","688","696","688","44500","30697","16689","598","798"
"1433","ベステラ","東証PR","建設","20251217","1235","-8","-0.64","1243","1226","1241","1192","211700","256072","11400","943","1543"
"1434","JESCOホールディングス","東証ST","建設","20251217","1589","58","3.79","1531","1542","1596","1537","91400","143891","11050","1131","1931"
"1435","robot_home","東証ST","不動産","20251217","193","2","1.05","191","194","194","191","150000","28875","17588","141","241"
