"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","出来高","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限"
"0001","日経平均株価（日経225）","東証","株価指数","20251006","47944.76","2175.26","4.75","45769.5","46636.07","48150.04","46592.99","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20251006","3226.06","96.89","3.1","3129.17","3175.83","3237.66","3170.16","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20251006","4920","50","1.03","4870","4940","4950","4885","28100","138165","59425","4170","5570"
"130A","Veritas_In_Silico","東証GR","医薬品","20251006","716","17","2.43","699","709","716","702","26900","19084","4645","599","799"
"1332","ニッスイ","東証PR","水産・農林","20251006","1049","5.5","0.53","1043.5","1068","1068.5","1044.5","1392500","1466489","327739","743.5","1343.5"
"1333","マルハニチロ","東証PR","水産・農林","20251006","3421","43","1.27","3378","3448","3449","3393","168700","576579","173030","2678","4078"
"135A","VRAIN_Solution","東証GR","情報通信","20251006","2637","60","2.33","2577","2709","2709","2601","53800","142331","26984","2077","3080"
"1375","ユキグニファクトリー","東証PR","水産・農林","20251006","1063","9","0.85","1054","1063","1063","1057","55300","58675","42425","754","1354"
"1376","カネコ種苗","東証ST","水産・農林","20251006","1595","50","3.24","1545","1628","1628","1568","149300","238426","18777","1145","1945"
"1377","サカタのタネ","東証PR","水産・農林","20251006","3580","25","0.7","3555","3615","3615","3540","133000","475877","162570","2855","4255"
"1379","ホクト","東証PR","水産・農林","20251006","1870","16","0.86","1854","1886","1886","1857","38500","71919","62381","1454","2254"
"137A","Cocolive","東証GR","情報通信","20251006","1344","-22","-1.61","1366","1383","1384","1324","13600","18343","4062","1066","1666"
"1380","秋川牧園","東証ST","水産・農林","20251006","1017","4","0.39","1013","1024","1024","1017","800","817","4250","713","1313"
"1381","アクシーズ","東証ST","水産・農林","20251006","3070","40","1.32","3030","3030","3070","3030","2500","7621","17246","2330","3730"
"1382","ホーブ","東証ST","水産・農林","20251006","2245","-32","-1.41","2277","2310","2340","2230","4400","9967","1711","1777","2777"
"1383","ベルグアース","東証ST","水産・農林","20251006","3030","-5","-0.16","3035","3040","3050","3030","2100","6379","4889","2335","3735"
"1384","ホクリヨウ","東証ST","水産・農林","20251006","2421","-24","-0.98","2445","2467","2470","2393","49700","120445","20479","1945","2945"
"138A","光フードサービス","東証GR","小売","20251006","3220","269","9.12","2951","2998","3230","2901","12700","38845","3194","2451","3455"
"1401","エムビーエス","東証GR","建設","20251006","1321","-12","-0.9","1333","1343","1348","1321","15000","20022","10214","1033","1633"
"1407","ウエストホールディングス","東証ST","建設","20251006","1781","-212","-10.64","1993","1833","1900","1719","1219800","2164683","81975","1593","2393"
"1414","ショーボンドホールディングス","東証PR","建設","20251006","4827","37","0.77","4790","4862","4873","4818","329600","1595789","264255","4090","5490"
"1417","ミライト・ワン","東証PR","建設","20251006","2913.5","46.5","1.62","2867","2944","2960.5","2900","385200","1124926","266076","2367","3367"
"1418","インターライフホールディングス","東証ST","建設","20251006","410","3","0.74","407","406","416","406","47600","19542","6974","327","487"
"1419","タマホーム","東証PR","建設","20251006","3605","45","1.26","3560","3660","3675","3600","137100","497526","106188","2860","4260"
"141A","トライアルホールディングス","東証GR","小売","20251006","2254","22","0.99","2232","2250","2282","2226","827100","1860395","275851","1732","2732"
"1420","サンヨーホームズ","東証ST","建設","20251006","720","12","1.69","708","723","727","714","78100","56236","9086","558","858"
"1429","日本アクア","東証PR","建設","20251006","905","12","1.34","893","908","914","898","71000","64273","31458","743","1043"
