"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","出来高","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限"
"0001","日経平均株価（日経225）","東証","株価指数","20250804","40290.7","-508.9","-1.25","40799.6","40118.81","40332.25","39850.52","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20250804","2916.2","-32.45","-1.1","2948.65","2904.07","2917.95","2886","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20250804","4410","-315","-6.67","4725","4660","4760","4380","263000","1181308","53265","4025","5430"
"130A","Veritas_In_Silico","東証GR","医薬品","20250804","825","45","5.77","780","765","845","763","754400","614766","5352","630","930"
"1332","ニッスイ","東証PR","水産・農林","20250804","890.6","-1.9","-0.21","892.5","884","892.7","880.3","1183600","1052248","278250","742.5","1042.5"
"1333","マルハニチロ","東証PR","水産・農林","20250804","3172","-15","-0.47","3187","3156","3181","3142","148800","471556","160436","2487","3887"
"135A","VRAIN_Solution","東証GR","情報通信","20250804","2221","40","1.83","2181","2131","2258","2110","51700","114005","22454","1681","2681"
"1375","ユキグニファクトリー","東証PR","水産・農林","20250804","1135","-4","-0.35","1139","1139","1139","1130","38900","44128","45299","839","1439"
"1376","カネコ種苗","東証ST","水産・農林","20250804","1378","-9","-0.65","1387","1386","1387","1377","3300","4559","16223","1087","1687"
"1377","サカタのタネ","東証PR","水産・農林","20250804","3535","-30","-0.84","3565","3525","3580","3520","121000","429018","160527","2865","4265"
"1379","ホクト","東証PR","水産・農林","20250804","1861","-12","-0.64","1873","1870","1875","1859","29200","54463","62081","1473","2273"
"137A","Cocolive","東証GR","情報通信","20250804","1355","-30","-2.17","1385","1350","1371","1346","23900","32400","4026","1085","1685"
"1380","秋川牧園","東証ST","水産・農林","20250804","1029","6","0.59","1023","1022","1040","1022","2100","2159","4300","723","1323"
"1381","アクシーズ","東証ST","水産・農林","20250804","3030","30","1","3000","3015","3030","3015","1500","4536","17021","2300","3700"
"1382","ホーブ","東証ST","水産・農林","20250804","1781","16","0.91","1765","1749","1781","1749","1300","2298","1357","1365","2165"
"1383","ベルグアース","東証ST","水産・農林","20250804","2996","1","0.03","2995","2990","2996","2980","1100","3289","4834","2495","3495"
"1384","ホクリヨウ","東証ST","水産・農林","20250804","1655","12","0.73","1643","1633","1655","1624","14900","24449","14000","1243","2043"
"138A","光フードサービス","東証GR","小売","20250804","2397","139","6.16","2258","2273","2398","2273","8300","19428","2378","1758","2758"
"1401","エムビーエス","東証GR","建設","20250804","1207","24","2.03","1183","1153","1235","1150","84000","101185","9333","883","1483"
"1407","ウエストホールディングス","東証ST","建設","20250804","1541","30","1.99","1511","1498","1552","1491","268900","411081","70928","1111","1911"
"1414","ショーボンドホールディングス","東証PR","建設","20250804","4881","-17","-0.35","4898","4829","4897","4815","136400","664475","267211","4198","5598"
"1417","ミライト・ワン","東証PR","建設","20250804","2800","35.5","1.28","2764.5","2725","2802","2720","441400","1227569","255711","2264.5","3265"
"1418","インターライフホールディングス","東証ST","建設","20250804","415","0","0","415","412","418","411","31900","13230","7059","335","495"
"1419","タマホーム","東証PR","建設","20250804","3645","45","1.25","3600","3575","3650","3570","96600","350267","107366","2900","4300"
"141A","トライアルホールディングス","東証GR","小売","20250804","2418","-6","-0.25","2424","2375","2463","2371","1064400","2586109","295899","1924","2924"
"1420","サンヨーホームズ","東証ST","建設","20250804","690","-3","-0.43","693","693","693","690","10800","7463","8708","593","793"
"1429","日本アクア","東証PR","建設","20250804","837","8","0.97","829","828","839","820","120800","100424","29094","679","979"
"142A","ジンジブ","東証GR","サービス","20250804","654","-1","-0.15","655","645","660","637","2400","1558","1898","555","755"
"1430","ファーストコーポレーション","東証ST","建設","20250804","891","-8","-0.89","899","895","896","885","24800","22117","11907","749","1049"
"1431","Lib_Work","東証GR","建設","20250804","748","1","0.13","747","737","748","731","35200","26006","18065","597","897"
"1433","ベステラ","東証PR","建設","20250804","1159","35","3.11","1124","1125","1163","1122","230400","264436","10691","824","1424"
"1434","JESCOホールディングス","東証ST","建設","20250804","1023","20","1.99","1003","995","1024","990","81800","82347","7114","703","1303"
"1435","robot_home","東証ST","不動産","20250804","163","-4","-2.4","167","165","167","163","432600","71206","14854","117","217"
"1436","グリーンエナジー＆カンパニー","東証GR","建設","20250804","2312","41","1.81","2271","2265","2312","2256","7100","16278","9908","1771","2771"
"1438","岐阜造園","東証ST","建設","20250804","1921","3","0.16","1918","1912","1921","1906","1500","2868","6229","1518","2318"
"143A","イシン","東証GR","サービス","20250804","1052","12","1.15","1040","1010","1067","1010","7600","7954","2033","740","1340"
"1443","技研ホールディングス","東証ST","建設","20250804","203","-4","-1.93","207","201","204","201","57600","11647","3296","127","287"
"1444","ニッソウ","東証GR","建設","20250804","2591","-18","-0.69","2609","2580","2595","2570","6200","15997","2821","2109","3110"
"1446","キャンディル","東証ST","建設","20250804","572","-1","-0.17","573","568","572","567","6200","3527","6140","473","673"
"1447","SAAFホールディングス","東証GR","建設","20250804","278","-2","-0.71","280","277","282","274","70600","19720","6796","200","360"
"1450","TANAKEN","東証ST","建設","20250804","1451","-66","-4.35","1517","1498","1515","1427","29700","43310","12623","1117","1917"
"145A","L_is_B","東証GR","情報通信","20250804","1080","0","0","1080","1051","1097","1040","32600","34895","5535","780","1380"
"146A","コロンビア・ワークス","東証ST","不動産","20250804","2583","25","0.98","2558","2510","2600","2510","17000","43592","17938","2058","3060"
"147A","ソラコム","東証GR","情報通信","20250804","901","-12","-1.31","913","890","907","888","51700","46489","40762","763","1063"
"148A","ハッチ・ワーク","東証GR","情報通信","20250804","2669","79","3.05","2590","2493","2800","2493","34400","91736","5107","2090","3090"
"1491","中外鉱業","東証ST","非鉄金属","20250804","63","-1","-1.56","64","63","65","62","2650300","168384","18254","34","94"
"149A","シンカ","東証GR","情報通信","20250804","956","-29","-2.94","985","965","975","950","6200","5978","3046","835","1135"
"150A","JSH","東証GR","サービス","20250804","423","-2","-0.47","425","422","428","421","2800","1183","2397","345","505"
"1514","住石ホールディングス","東証ST","鉱業","20250804","645","-17","-2.57","662","646","652","634","375600","241475","43359","562","762"
"1515","日鉄鉱業","東証PR","鉱業","20250804","7500","20","0.27","7480","7400","7530","7380","19400","144995","125285","5980","8980"
"1518","三井松島ホールディングス","東証PR","その他製品","20250804","6030","80","1.34","5950","5900","6060","5850","60900","363057","78778","4950","6950"
"151A","ダイブ","東証GR","サービス","20250804","972","16","1.67","956","947","972","947","20100","19220","8255","806","1106"
"153A","カウリス","東証GR","情報通信","20250804","1792","-21","-1.16","1813","1759","1830","1759","53200","95355","11470","1413","2213"
"155A","情報戦略テクノロジー","東証GR","情報通信","20250804","759","-21","-2.69","780","750","784","733","1795500","1357728","7891","630","930"
"156A","マテリアルグループ","東証GR","サービス","20250804","793","-12","-1.49","805","805","806","793","52200","41667","7833","655","955"
"157A","グリーンモンスター","東証GR","サービス","20250804","524","1","0.19","523","519","527","519","3200","1675","1685","423","623"
"1605","INPEX","東証PR","鉱業","20250804","2097","-61.5","-2.85","2158.5","2070","2104","2059","6634100","13877090","2640408","1658.5","2658.5"
"160A","アズパートナーズ","東証ST","サービス","20250804","2819","-1","-0.04","2820","2720","2820","2720","10000","27627","10093","2320","3320"
"165A","SBIレオスひふみ","東証GR","証券・先物","20250804","198","-3","-1.49","201","197","201","197","338400","67133","20488","121","281"
"1662","石油資源開発","東証PR","鉱業","20250804","1077","-30","-2.71","1107","1077","1086","1073","706000","761716","276789","807","1407"
"1663","K＆Oエナジーグループ","東証PR","鉱業","20250804","2929","-10","-0.34","2939","2883","2930","2883","335800","975836","82996","2439","3440"
"166A","タスキホールディングス","東証GR","不動産","20250804","773","6","0.78","767","754","788","750","913000","698211","42466","617","917"
"167A","リョーサン菱洋ホールディングス","東証PR","卸売","20250804","2805","-20","-0.71","2825","2770","2805","2765","153600","428088","151470","2325","3325"
"168A","イタミアート","東証GR","その他製品","20250804","1013","5","0.5","1008","1007","1022","1001","4000","4035","1489","708","1308"
"1711","SDSホールディングス","東証ST","建設","20250804","239","2","0.84","237","236","243","236","108800","25906","2446","157","317"
"1712","ダイセキ環境ソリューション","東証ST","建設","20250804","1238","-8","-0.64","1246","1223","1255","1223","26200","32525","20832","946","1546"
"1716","第一カッター興業","東証ST","建設","20250804","1353","3","0.22","1350","1329","1355","1329","28000","37681","16236","1050","1650"
"1717","明豊ファシリティワークス","東証ST","サービス","20250804","1039","13","1.27","1026","1015","1041","1010","52000","53459","13274","726","1326"
"1718","美樹工業","東証ST","建設","20250804","7030","-120","-1.68","7150","7100","7130","7010","5800","41047","8107","5650","8650"
"1719","安藤・間","東証PR","建設","20250804","1634","-6","-0.37","1640","1610","1635","1604","726500","1180220","295789","1240","2040"
"1720","東急建設","東証PR","建設","20250804","1058","-4","-0.38","1062","1044","1060","1042","244800","258318","112953","762","1362"
"1721","コムシスホールディングス","東証PR","建設","20250804","3522","-33","-0.93","3555","3500","3524","3482","548000","1923481","468426","2855","4255"
"1723","日本電技","東証ST","建設","20250804","4910","-60","-1.21","4970","4870","4960","4865","26400","129817","80499","4270","5670"
"1724","シンクレイヤ","東証ST","建設","20250804","657","-4","-0.61","661","661","661","653","6200","4078","3248","561","761"
"1726","ビーアールホールディングス","東証PR","建設","20250804","348","-1","-0.29","349","345","349","345","62000","21549","15937","269","429"
"1736","オーテック","東証ST","建設","20250804","1467","-27","-1.81","1494","1464","1480","1455","5100","7482","25086","1194","1794"
"173A","ハンモック","東証GR","情報通信","20250804","1624","0","0","1624","1615","1624","1612","1800","2916","7081","1224","2024"
"1743","コーアツ工業","東証ST","建設","20250804","1659","1","0.06","1658","1654","1659","1650","3400","5629","3783","1258","2058"
"1757","創建エース","東証ST","建設","20250804","13","-1","-7.14","14","13","14","13","1859300","24260","3869","1","44"
"1758","太洋基礎工業","東証ST","建設","20250804","1943","0","0","1943","1919","1943","1900","2100","4035","4777","1543","2343"
"175A","Will_Smart","東証GR","情報通信","20250804","1132","-65","-5.43","1197","1149","1185","1113","65800","75527","1664","897","1497"
"1762","高松コンストラクショングループ","東証PR","建設","20250804","3145","-15","-0.47","3160","3110","3155","3110","15100","47318","109504","2460","3860"
"1764","工藤建設","東証ST","建設","20250804","2682","-36","-1.32","2718","2714","2714","2681","900","2436","3570","2218","3220"
"1766","東建コーポレーション","東証PR","建設","20250804","14300","100","0.7","14200","14160","14310","14140","11300","160971","192650","11200","17200"
"1768","ソネック","東証ST","建設","20250804","963","0","0","963","962","963","951","7500","7186","7223","813","1113"
"176A","レジル","東証GR","電気・ガス","20250804","1947","-17","-0.87","1964","1931","1978","1904","76300","148251","37174","1564","2364"
"1770","藤田エンジニアリング","東証ST","建設","20250804","1588","-4","-0.25","1592","1590","1590","1564","2000","3150","16198","1192","1992"
"1773","ワイ・ティー・エル・コーポレーション・バーハッド（外国株）","東証PR","建設","20250804","87","0","0","87","89","89","86","7000","609","-","57","117"
"1776","三井住建道路","東証ST","建設","20250804","1542","-21","-1.34","1563","1553","1553","1525","14600","22465","14306","1163","1963"
"177A","コージンバイオ","東証GR","化学","20250804","1769","4","0.23","1765","1735","1770","1732","5300","9280","9042","1365","2165"
"1780","ヤマウラ","東証PR","建設","20250804","1339","-29","-2.12","1368","1339","1355","1338","20100","26971","28258","1068","1668"
"1783","fantasista","東証ST","不動産","20250804","60","-1","-1.64","61","58","61","58","2117900","126024","10203","31","91"
"1786","オリエンタル白石","東証PR","建設","20250804","397","1","0.25","396","390","398","388","364300","143553","55107","316","476"
"1787","ナカボーテック","東証ST","建設","20250804","5360","0","0","5360","5360","5370","5360","400","2145","13949","4360","6360"
"1788","三東工業社","東証ST","建設","20250804","-","0","0","4035","-","-","-","-","-","2768","3335","4735"
"1793","大本組","東証ST","建設","20250804","1269","-19","-1.48","1288","1262","1287","1262","900","1143","34002","988","1588"
"1795","マサル","東証ST","建設","20250804","4255","45","1.07","4210","4210","4255","4190","700","2948","3834","3510","4910"
"1798","守谷商会","東証ST","建設","20250804","3955","-75","-1.86","4030","4005","4005","3955","1000","3995","8938","3330","4730"
"1799","第一建設工業","東証ST","建設","20250804","3130","-25","-0.79","3155","3105","3135","3080","10200","31690","65287","2455","3855"
"1801","大成建設","東証PR","建設","20250804","9279","-41","-0.44","9320","9173","9334","9048","695100","6425557","1699602","7820","10820"
"1802","大林組","東証PR","建設","20250804","2297","-9.5","-0.41","2306.5","2274.5","2300","2245.5","2747500","6279184","1657308","1806.5","2806.5"
"1803","清水建設","東証PR","建設","20250804","1712","-28","-1.61","1740","1675","1716.5","1662","3006900","5114434","1226972","1340","2140"
"1807","佐藤渡辺","東証ST","建設","20250804","1700","0","0","1700","1690","1700","1681","2200","3723","10865","1300","2100"
"1808","長谷工コーポレーション","東証PR","建設","20250804","2270","-12","-0.53","2282","2272","2272.5","2253","474400","1075855","682803","1782","2782"
"1810","松井建設","東証ST","建設","20250804","1286","-22","-1.68","1308","1278","1300","1252","23400","30049","39326","1008","1608"
"1811","錢高組","東証ST","建設","20250804","4450","-35","-0.78","4485","4480","4490","4450","2300","10263","32721","3785","5190"
"1812","鹿島建設","東証PR","建設","20250804","3854","-47","-1.2","3901","3845","3864","3788","1020000","3920769","2037440","3201","4601"
"1813","不動テトラ","東証PR","建設","20250804","2402","-4","-0.17","2406","2380","2403","2372","75000","179227","39608","1906","2906"
"1814","大末建設","東証PR","建設","20250804","2364","-1","-0.04","2365","2325","2364","2319","27900","65321","25092","1865","2865"
"1815","鉄建建設","東証PR","建設","20250804","3255","0","0","3255","3190","3255","3190","34600","111537","48740","2555","3955"
"1820","西松建設","東証PR","建設","20250804","5108","-13","-0.25","5121","5076","5114","5042","166700","849489","213471","4121","6121"
"1821","三井住友建設","東証PR","建設","20250804","597","0","0","597","597","598","597","1028200","613848","97116","497","697"
"1822","大豊建設","東証ST","建設","20250804","845","-10","-1.17","855","840","855","840","115700","98045","76401","705","1005"
"1826","佐田建設","東証ST","建設","20250804","1183","5","0.42","1178","1165","1232","1160","137900","163718","18362","878","1478"
"1827","ナカノフドー建設","東証ST","建設","20250804","756","-9","-1.18","765","758","760","750","35200","26570","26081","615","915"
"1828","田辺工業","東証ST","建設","20250804","2585","-5","-0.19","2590","2504","2588","2501","10800","27429","27732","2090","3090"
"1833","奥村組","東証PR","建設","20250804","4540","-40","-0.87","4580","4540","4560","4525","46300","210413","175540","3880","5280"
"1835","東鉄工業","東証PR","建設","20250804","4230","-20","-0.47","4250","4205","4230","4170","64100","269808","152703","3550","4950"
"1840","土屋ホールディングス","東証ST","建設","20250804","247","2","0.82","245","243","247","243","38700","9483","6366","165","325"
"1841","サンユー建設","東証ST","建設","20250804","1098","-13","-1.17","1111","1104","1104","1098","500","550","4392","811","1411"
"1844","大盛工業","東証ST","建設","20250804","544","41","8.15","503","491","544","489","1029300","534693","10158","403","603"
"1847","イチケン","東証ST","建設","20250804","3220","25","0.78","3195","3160","3230","3135","11100","35629","23456","2495","3895"
"1848","富士ピー・エス","東証ST","建設","20250804","523","-8","-1.51","531","521","525","516","22700","11812","9729","431","631"
"184A","学びエイド","東証GR","情報通信","20250804","580","-3","-0.51","583","553","582","550","15200","8603","1978","483","683"
"1850","南海辰村建設","東証ST","建設","20250804","390","3","0.78","387","375","390","375","113200","43208","11246","307","467"
"1852","淺沼組","東証PR","建設","20250804","815","-7","-0.85","822","807","816","806","234100","190114","65841","672","972"
"1853","森組","東証ST","建設","20250804","311","-2","-0.64","313","311","312","310","11400","3544","10201","233","393"
"1860","戸田建設","東証PR","建設","20250804","1003","14.5","1.47","988.5","973.5","1007.5","969.9","1056500","1054231","323625","838.5","1138.5"
"1861","熊谷組","東証PR","建設","20250804","4580","0","0","4580","4500","4590","4470","200000","908242","198248","3880","5280"
"1866","北野建設","東証ST","建設","20250804","4030","-145","-3.47","4175","4190","4190","4030","5200","21267","25538","3475","4875"
"1867","植木組","東証ST","建設","20250804","2236","-13","-0.58","2249","2230","2236","2202","10800","23993","15369","1749","2749"
"186A","アストロスケールホールディングス","東証GR","サービス","20250804","676","-14","-2.03","690","670","680","665","2797200","1875082","91614","590","790"
"1870","矢作建設工業","東証PR","建設","20250804","2025","-18","-0.88","2043","2010","2031","2005","175400","354040","90330","1543","2543"
"1871","ピーエス・コンストラクション","東証PR","建設","20250804","1874","21","1.13","1853","1823","1874","1801","145200","268527","88989","1453","2253"
"1873","日本ハウスホールディングス","東証PR","建設","20250804","310","-3","-0.96","313","306","313","306","75100","23242","12400","233","393"
"1878","大東建託","東証PR","不動産","20250804","15810","330","2.13","15480","15405","15840","15335","306000","4808964","1089609","11480","19480"
"1879","新日本建設","東証PR","建設","20250804","1780","-32","-1.77","1812","1799","1799","1772","74200","132226","109222","1412","2212"
"1882","東亜道路工業","東証PR","建設","20250804","1592","-6","-0.38","1598","1560","1595","1550","403300","637371","80228","1198","1998"
"1884","日本道路","東証PR","建設","20250804","2510","2","0.08","2508","2509","2512","2508","182500","457986","110305","2008","3010"
"1885","東亜建設工業","東証PR","建設","20250804","1961","16","0.82","1945","1905","1965","1902","425100","826255","172526","1545","2345"
"1887","日本国土開発","東証PR","建設","20250804","476","-2","-0.42","478","470","476","470","139100","65868","42485","398","558"
"1888","若築建設","東証PR","建設","20250804","5240","0","0","5240","5210","5420","5020","63900","334721","67937","4240","6240"
"1890","東洋建設","東証PR","建設","20250804","1767","36","2.08","1731","1719","1772","1711","1450000","2537259","166754","1331","2131"
"1893","五洋建設","東証PR","建設","20250804","981.2","-10.1","-1.02","991.3","968","981.2","961.9","1758900","1715638","280637","841.3","1141.5"
"1897","金下建設","東証ST","建設","20250804","2814","-26","-0.92","2840","2814","2814","2814","100","281","10712","2340","3340"
"1898","世紀東急工業","東証PR","建設","20250804","1474","-14","-0.94","1488","1472","1481","1471","127400","187982","55164","1188","1788"
"1899","福田組","東証PR","建設","20250804","5440","-40","-0.73","5480","5380","5470","5380","8300","45072","48895","4480","6480"
"189A","D＆Mカンパニー","東証GR","サービス","20250804","938","3","0.32","935","940","940","928","1100","1029","2127","785","1085"
"1904","大成温調","東証ST","建設","20250804","4070","45","1.12","4025","4020","4070","4015","14800","59966","28012","3325","4725"
"1905","テノックス","東証ST","建設","20250804","1248","1","0.08","1247","1224","1253","1222","4400","5437","9170","947","1547"
"1909","日本ドライケミカル","東証ST","機械","20250804","5100","-10","-0.2","5110","5010","5150","4995","10700","54299","36627","4110","6110"
"190A","Chordia_Therapeutics","東証GR","医薬品","20250804","179","1","0.56","178","178","191","177","1635300","300307","12349","128","228"
"1911","住友林業","東証PR","建設","20250804","1585","18","1.15","1567","1552.5","1594.5","1551.5","3893400","6147542","980411","1167","1967"
"1914","日本基礎技術","東証ST","建設","20250804","684","-4","-0.58","688","682","685","675","38000","25822","20073","588","788"
"1921","巴コーポレーション","東証ST","建設","20250804","1528","11","0.73","1517","1501","1542","1500","49000","74423","62286","1117","1917"
"1925","大和ハウス工業","東証PR","建設","20250804","5063","-13","-0.26","5076","5023","5066","4992","1374100","6936452","3338942","4076","6076"
"1926","ライト工業","東証PR","建設","20250804","3155","-10","-0.32","3165","3135","3155","3120","113900","357830","143450","2465","3865"
