"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","出来高","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限"
"0001","日経平均株価（日経225）","東証","株価指数","20250610","38211.51","122.94","0.32","38088.57","38278.17","38495.7","38139.1","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20250610","2786.24","0.83","0.03","2785.41","2793.3","2802.34","2780.37","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20250610","4510","-30","-0.66","4540","4540","4555","4480","69500","313135","54473","3840","5240"
"130A","Veritas_In_Silico","東証GR","医薬品","20250610","633","1","0.16","632","632","643","631","28400","18051","4106","532","732"
"1332","ニッスイ","東証PR","水産・農林","20250610","833.5","1.5","0.18","832","835","836.7","830.5","796900","664413","260411","682","982"
"1333","マルハニチロ","東証PR","水産・農林","20250610","3045","8","0.26","3037","3040","3052","3034","145500","442981","154013","2337","3737"
"135A","VRAIN_Solution","東証GR","情報通信","20250610","2695","136","5.31","2559","2609","2735","2580","204100","542643","27246","2059","3060"
"1375","ユキグニファクトリー","東証PR","水産・農林","20250610","1098","2","0.18","1096","1100","1110","1098","56800","62614","43822","796","1396"
"1376","カネコ種苗","東証ST","水産・農林","20250610","1374","-4","-0.29","1378","1378","1380","1374","4300","5911","16176","1078","1678"
"1377","サカタのタネ","東証PR","水産・農林","20250610","3345","-25","-0.74","3370","3370","3380","3340","114700","384610","155244","2670","4070"
"1379","ホクト","東証PR","水産・農林","20250610","1801","0","0","1801","1800","1804","1795","31200","56179","60080","1401","2201"
"137A","Cocolive","東証GR","情報通信","20250610","1323","4","0.3","1319","1317","1325","1306","3100","4082","3930","1019","1619"
"1380","秋川牧園","東証ST","水産・農林","20250610","983","-7","-0.71","990","990","990","983","1800","1776","4108","840","1140"
"1381","アクシーズ","東証ST","水産・農林","20250610","3105","-15","-0.48","3120","3120","3120","3100","1100","3419","17442","2420","3820"
"1382","ホーブ","東証ST","水産・農林","20250610","1845","25","1.37","1820","1822","1848","1822","2500","4583","1406","1420","2220"
