"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","出来高","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限"
"0001","日経平均株価（日経225）","東証","株価指数","20250902","42310.49","121.7","0.29","42188.79","42299.63","42473.67","42084.78","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20250902","3081.88","18.69","0.61","3063.19","3070.48","3086.56","3067.66","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20250902","4860","75","1.57","4785","4795","4860","4790","31900","154244","58700","4085","5490"
"130A","Veritas_In_Silico","東証GR","医薬品","20250902","727","4","0.55","723","724","743","724","20900","15330","4716","573","873"
"1332","ニッスイ","東証PR","水産・農林","20250902","1034.5","14","1.37","1020.5","1028.5","1038.5","1025.5","1156500","1195058","323209","720.5","1320.5"
"1333","マルハニチロ","東証PR","水産・農林","20250902","3364","41","1.23","3323","3348","3382","3332","140900","473790","170147","2623","4023"
"135A","VRAIN_Solution","東証GR","情報通信","20250902","2668","-15","-0.56","2683","2718","2730","2647","40500","108902","27302","2183","3185"
"1375","ユキグニファクトリー","東証PR","水産・農林","20250902","1077","7","0.65","1070","1082","1083","1075","54000","58276","42984","770","1370"
"1376","カネコ種苗","東証ST","水産・農林","20250902","1414","2","0.14","1412","1415","1415","1411","6200","8759","16646","1112","1712"
"1377","サカタのタネ","東証PR","水産・農林","20250902","3590","10","0.28","3580","3590","3620","3575","73200","263281","163025","2880","4280"
"1379","ホクト","東証PR","水産・農林","20250902","1869","-3","-0.16","1872","1866","1871","1855","53500","99725","62348","1472","2272"
"137A","Cocolive","東証GR","情報通信","20250902","1436","-8","-0.55","1444","1453","1481","1435","13800","20064","4340","1144","1744"
"1380","秋川牧園","東証ST","水産・農林","20250902","1013","1","0.1","1012","1019","1019","1013","1100","1118","4233","712","1312"
"1381","アクシーズ","東証ST","水産・農林","20250902","3050","20","0.66","3030","3030","3050","3030","1000","3041","17133","2330","3730"
"1382","ホーブ","東証ST","水産・農林","20250902","1953","176","9.9","1777","1788","1953","1787","4900","9242","1488","1377","2177"
"1383","ベルグアース","東証ST","水産・農林","20250902","3000","10","0.33","2990","2990","3000","2984","800","2393","4841","2490","3490"
"1384","ホクリヨウ","東証ST","水産・農林","20250902","2204","90","4.26","2114","2122","2222","2115","54100","117412","18644","1614","2614"
"138A","光フードサービス","東証GR","小売","20250902","2381","-5","-0.21","2386","2430","2430","2381","1600","3843","2362","1886","2886"
"1401","エムビーエス","東証GR","建設","20250902","1460","10","0.69","1450","1447","1484","1443","25000","36639","11289","1150","1750"
"1407","ウエストホールディングス","東証ST","建設","20250902","1689","28","1.69","1661","1670","1697","1667","267600","451168","77740","1261","2061"
"1414","ショーボンドホールディングス","東証PR","建設","20250902","5186","11","0.21","5175","5190","5229","5167","210600","1093978","283909","4175","6175"
"1417","ミライト・ワン","東証PR","建設","20250902","2886","17","0.59","2869","2870","2891.5","2859","333600","960677","263565","2369","3369"
"1418","インターライフホールディングス","東証ST","建設","20250902","429","9","2.14","420","420","433","420","101900","43518","7298","340","500"
"1419","タマホーム","東証PR","建設","20250902","3705","65","1.79","3640","3645","3705","3640","102300","376917","109134","2940","4340"
"141A","トライアルホールディングス","東証GR","小売","20250902","2575","-49","-1.87","2624","2631","2683","2565","1549800","4051457","315136","2124","3125"
"1420","サンヨーホームズ","東証ST","建設","20250902","703","1","0.14","702","703","704","701","3900","2740","8872","552","852"
"1429","日本アクア","東証PR","建設","20250902","944","18","1.94","926","932","948","927","112300","105214","32813","776","1076"
"142A","ジンジブ","東証GR","サービス","20250902","840","-9","-1.06","849","867","867","815","17900","15012","2438","699","999"
"1430","ファーストコーポレーション","東証ST","建設","20250902","945","2","0.21","943","949","949","944","12600","11927","12629","793","1093"
"1431","Lib_Work","東証GR","建設","20250902","778","5","0.65","773","778","784","774","31700","24669","18790","623","923"
"1433","ベステラ","東証PR","建設","20250902","1253","15","1.21","1238","1241","1257","1241","49500","61902","11558","938","1538"
"1434","JESCOホールディングス","東証ST","建設","20250902","1070","12","1.13","1058","1051","1070","1051","46600","49423","7441","758","1358"
"1435","robot_home","東証ST","不動産","20250902","181","-6","-3.21","187","188","188","181","325300","59796","16494","137","237"
"1436","グリーンエナジー＆カンパニー","東証GR","建設","20250902","2417","46","1.94","2371","2400","2419","2400","8100","19491","10358","1871","2871"
