"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","出来高","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限"
"0001","日経平均株価（日経225）","東証","株価指数","20250529","38432.98","710.58","1.88","37722.4","38046.97","38454.07","38035.32","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20250529","2812.02","42.51","1.53","2769.51","2788.11","2814.7","2787.06","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20250529","4315","-5","-0.12","4320","4320","4350","4305","31400","135710","52118","3620","5020"
"130A","Veritas_In_Silico","東証GR","医薬品","20250529","682","-5","-0.73","687","687","687","675","14500","9864","4424","587","787"
"1332","ニッスイ","東証PR","水産・農林","20250529","839.4","1.1","0.13","838.3","833.3","841.7","832.1","1044800","875818","262254","688.3","988.3"
"1333","マルハニチロ","東証PR","水産・農林","20250529","3054","6","0.2","3048","3040","3056","3032","230800","703180","154468","2348","3748"
"135A","VRAIN_Solution","東証GR","情報通信","20250529","2525","105","4.34","2420","2490","2550","2470","158000","397789","25528","1920","2920"
"1375","ユキグニファクトリー","東証PR","水産・農林","20250529","1090","3","0.28","1087","1095","1099","1083","65600","71501","43503","787","1387"
"1376","カネコ種苗","東証ST","水産・農林","20250529","1404","-6","-0.43","1410","1388","1404","1388","10600","14813","16529","1083","1683"
"1377","サカタのタネ","東証PR","水産・農林","20250529","3470","10","0.29","3460","3430","3515","3425","502100","1734283","161045","2725","4125"
"1379","ホクト","東証PR","水産・農林","20250529","1800","8","0.45","1792","1800","1806","1795","35400","63782","60046","1392","2192"
"137A","Cocolive","東証GR","情報通信","20250529","1336","-25","-1.84","1361","1353","1353","1322","10800","14539","3969","1061","1661"
"1380","秋川牧園","東証ST","水産・農林","20250529","984","3","0.31","981","994","998","983","6100","6049","4112","831","1131"
"1381","アクシーズ","東証ST","水産・農林","20250529","3140","25","0.8","3115","3115","3140","3080","5300","16527","17639","2415","3815"
"1382","ホーブ","東証ST","水産・農林","20250529","1794","23","1.3","1771","1789","1972","1777","39000","72698","1367","1371","2171"
"1383","ベルグアース","東証ST","水産・農林","20250529","2945","28","0.96","2917","2919","2965","2919","4700","13817","4752","2417","3420"
"1384","ホクリヨウ","東証ST","水産・農林","20250529","1448","4","0.28","1444","1434","1448","1425","15400","22158","12249","1144","1744"
"138A","光フードサービス","東証GR","小売","20250529","1882","-31","-1.62","1913","1953","1953","1859","1800","3447","1867","1513","2313"
"1401","エムビーエス","東証GR","建設","20250529","814","19","2.39","795","797","832","797","7100","5772","6294","632","932"
"1407","ウエストホールディングス","東証ST","建設","20250529","1558","-23","-1.45","1581","1578","1585","1558","122600","191970","71711","1181","1981"
"1414","ショーボンドホールディングス","東証PR","建設","20250529","4914","3","0.06","4911","4915","4949","4880","132500","651850","269018","4211","5611"
"1417","ミライト・ワン","東証PR","建設","20250529","2528","35","1.4","2493","2509","2529","2497.5","305600","770350","230870","1993","2993"
"1418","インターライフホールディングス","東証ST","建設","20250529","403","-1","-0.25","404","410","410","398","49500","19967","6855","324","484"
"1419","タマホーム","東証PR","建設","20250529","3730","-285","-7.1","4015","3640","3745","3620","974700","3597253","109870","3120","4520"
"141A","トライアルホールディングス","東証GR","小売","20250529","2193","-39","-1.75","2232","2232","2274","2193","1018300","2267650","268365","1732","2732"
"1420","サンヨーホームズ","東証ST","建設","20250529","675","-5","-0.74","680","680","682","674","10500","7113","8519","580","780"
"1429","日本アクア","東証PR","建設","20250529","779","9","1.17","770","775","779","772","41200","31982","27078","620","920"
"142A","ジンジブ","東証GR","サービス","20250529","635","-4","-0.63","639","629","651","624","13500","8570","1843","539","739"
"1430","ファーストコーポレーション","東証ST","建設","20250529","896","-58","-6.08","954","907","916","887","344200","309918","11974","762","1062"
"1431","Lib_Work","東証GR","建設","20250529","693","1","0.14","692","692","695","692","11700","8113","16737","592","792"
"1433","ベステラ","東証PR","建設","20250529","1118","8","0.72","1110","1110","1120","1105","33100","36845","11553","810","1410"
"1434","JESCOホールディングス","東証ST","建設","20250529","923","-1","-0.11","924","924","930","922","15400","14246","6419","774","1074"
"1435","robot_home","東証ST","不動産","20250529","150","-2","-1.32","152","152","152","148","509000","76327","13669","102","202"
"1436","グリーンエナジー＆カンパニー","東証GR","建設","20250529","2112","-23","-1.08","2135","2153","2153","2112","8000","17034","9049","1635","2635"
"1438","岐阜造園","東証ST","建設","20250529","1891","11","0.59","1880","1900","1900","1851","2000","3778","6132","1480","2280"
"143A","イシン","東証GR","サービス","20250529","841","2","0.24","839","838","841","832","1000","837","1612","689","989"
"1443","技研ホールディングス","東証ST","建設","20250529","186","0","0","186","187","187","184","64800","12056","3020","136","236"
"1444","ニッソウ","東証GR","建設","20250529","2459","-1","-0.04","2460","2480","2492","2450","1700","4183","2677","1960","2960"
"1446","キャンディル","東証ST","建設","20250529","547","0","0","547","550","550","547","1700","933","5872","447","647"
