"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","出来高","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限"
"0001","日経平均株価（日経225）","東証","株価指数","20250819","43546.29","-168.02","-0.38","43714.31","43846.55","43876.42","43411.97","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20250819","3116.63","-4.33","-0.14","3120.96","3128.2","3129.38","3106.23","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20250819","4590","45","0.99","4545","4550","4590","4525","30600","139753","55439","3845","5250"
"130A","Veritas_In_Silico","東証GR","医薬品","20250819","739","5","0.68","734","734","746","729","58800","43361","4794","584","884"
"1332","ニッスイ","東証PR","水産・農林","20250819","997","6.5","0.66","990.5","990","998.4","986","958300","952719","311493","840.5","1140.5"
"1333","マルハニチロ","東証PR","水産・農林","20250819","3278","30","0.92","3248","3250","3278","3239","104600","341516","165797","2548","3948"
"135A","VRAIN_Solution","東証GR","情報通信","20250819","2541","-91","-3.46","2632","2632","2668","2537","173100","447328","25690","2132","3135"
"1375","ユキグニファクトリー","東証PR","水産・農林","20250819","1094","-1","-0.09","1095","1098","1100","1092","59200","64894","43662","795","1395"
"1376","カネコ種苗","東証ST","水産・農林","20250819","1416","-4","-0.28","1420","1420","1421","1411","9600","13601","16670","1120","1720"
"1377","サカタのタネ","東証PR","水産・農林","20250819","3645","45","1.25","3600","3600","3660","3590","135800","493986","165522","2900","4300"
"1379","ホクト","東証PR","水産・農林","20250819","1861","9","0.49","1852","1856","1866","1854","27400","50988","62081","1452","2252"
"137A","Cocolive","東証GR","情報通信","20250819","1500","41","2.81","1459","1470","1510","1444","43900","64780","4460","1159","1759"
"1380","秋川牧園","東証ST","水産・農林","20250819","1017","7","0.69","1010","1019","1019","1011","3000","3046","4250","710","1310"
"1381","アクシーズ","東証ST","水産・農林","20250819","3005","15","0.5","2990","3000","3010","3000","1100","3306","16881","2490","3490"
"1382","ホーブ","東証ST","水産・農林","20250819","1770","-6","-0.34","1776","1776","1776","1770","200","355","1349","1376","2176"
"1383","ベルグアース","東証ST","水産・農林","20250819","2994","11","0.37","2983","2990","2995","2985","1500","4486","4831","2483","3485"
"1384","ホクリヨウ","東証ST","水産・農林","20250819","2011","-30","-1.47","2041","2040","2040","2004","40100","80824","17011","1541","2541"
"138A","光フードサービス","東証GR","小売","20250819","2339","-46","-1.93","2385","2348","2350","2335","2500","5865","2320","1885","2885"
"1401","エムビーエス","東証GR","建設","20250819","1383","18","1.32","1365","1383","1417","1383","51100","71305","10693","1065","1665"
"1407","ウエストホールディングス","東証ST","建設","20250819","1718","29","1.72","1689","1700","1742","1681","409000","701573","79075","1289","2089"
"1414","ショーボンドホールディングス","東証PR","建設","20250819","5218","-19","-0.36","5237","5215","5221","5171","231100","1203152","285660","4237","6237"
"1417","ミライト・ワン","東証PR","建設","20250819","2824","15","0.53","2809","2812.5","2828","2792.5","342400","963831","257903","2309","3309"
"1418","インターライフホールディングス","東証ST","建設","20250819","416","2","0.48","414","416","419","412","45000","18676","7076","334","494"
"1419","タマホーム","東証PR","建設","20250819","3720","15","0.4","3705","3705","3725","3700","88400","328488","109576","3005","4405"
"141A","トライアルホールディングス","東証GR","小売","20250819","2453","18","0.74","2435","2450","2489","2410","2191600","5378414","300182","1935","2935"
"1420","サンヨーホームズ","東証ST","建設","20250819","700","1","0.14","699","699","701","699","8100","5667","8834","599","799"
"1429","日本アクア","東証PR","建設","20250819","868","3","0.35","865","862","875","862","106700","92504","30172","715","1015"
"142A","ジンジブ","東証GR","サービス","20250819","701","16","2.34","685","689","701","682","19100","13309","2035","585","785"
"1430","ファーストコーポレーション","東証ST","建設","20250819","933","5","0.54","928","929","935","928","25200","23462","12468","778","1078"
"1431","Lib_Work","東証GR","建設","20250819","774","8","1.04","766","800","803","768","343500","270142","18693","616","916"
"1433","ベステラ","東証PR","建設","20250819","1251","3","0.24","1248","1248","1258","1238","68200","85224","11540","948","1548"
"1434","JESCOホールディングス","東証ST","建設","20250819","1047","7","0.67","1040","1035","1047","1031","59700","62058","7281","740","1340"
"1435","robot_home","東証ST","不動産","20250819","172","5","2.99","167","170","172","168","646700","110078","15674","117","217"
"1436","グリーンエナジー＆カンパニー","東証GR","建設","20250819","2310","4","0.17","2306","2295","2310","2295","3800","8758","9899","1806","2806"
"1438","岐阜造園","東証ST","建設","20250819","1968","-27","-1.35","1995","1995","1995","1967","1100","2174","6381","1595","2395"
"143A","イシン","東証GR","サービス","20250819","1080","-21","-1.91","1101","1093","1102","1072","7300","7936","2087","801","1401"
"1443","技研ホールディングス","東証ST","建設","20250819","249","18","7.79","231","235","250","234","384800","93769","4043","151","311"
"1444","ニッソウ","東証GR","建設","20250819","2626","25","0.96","2601","2598","2626","2588","1200","3119","2859","2101","3105"
"1446","キャンディル","東証ST","建設","20250819","563","-1","-0.18","564","567","567","562","4300","2428","6043","464","664"
"1447","SAAFホールディングス","東証GR","建設","20250819","282","-1","-0.35","283","284","284","281","36600","10339","6894","203","363"
"1450","TANAKEN","東証ST","建設","20250819","1402","6","0.43","1396","1398","1424","1390","36400","51206","12197","1096","1696"
"145A","L_is_B","東証GR","情報通信","20250819","1240","-11","-0.88","1251","1275","1300","1230","104800","132425","6355","951","1551"
"146A","コロンビア・ワークス","東証ST","不動産","20250819","3105","20","0.65","3085","3065","3170","3065","34100","106668","21564","2385","3785"
"147A","ソラコム","東証GR","情報通信","20250819","1092","-40","-3.53","1132","1133","1139","1085","221000","244273","49403","832","1432"
"148A","ハッチ・ワーク","東証GR","情報通信","20250819","2721","-29","-1.05","2750","2760","2800","2705","17000","46972","5207","2250","3250"
"1491","中外鉱業","東証ST","非鉄金属","20250819","55","-1","-1.79","56","55","55","53","1724100","93333","15936","26","86"
"149A","シンカ","東証GR","情報通信","20250819","915","10","1.1","905","909","915","897","3900","3539","2915","755","1055"
"150A","JSH","東証GR","サービス","20250819","411","7","1.73","404","410","411","401","13700","5589","2329","324","484"
"1514","住石ホールディングス","東証ST","鉱業","20250819","641","-10","-1.54","651","648","650","641","210800","135749","43090","551","751"
"1515","日鉄鉱業","東証PR","鉱業","20250819","8020","-20","-0.25","8040","8050","8100","7960","36300","291880","133971","6540","9540"
"1518","三井松島ホールディングス","東証PR","その他製品","20250819","6410","60","0.94","6350","6430","6480","6370","55700","357848","83743","5350","7350"
"151A","ダイブ","東証GR","サービス","20250819","930","84","9.93","846","935","956","910","341900","318620","7898","696","996"
"153A","カウリス","東証GR","情報通信","20250819","2240","-17","-0.75","2257","2265","2300","2209","108700","244640","14338","1757","2757"
"155A","情報戦略テクノロジー","東証GR","情報通信","20250819","793","10","1.28","783","794","809","781","124800","99205","8244","633","933"
