"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","出来高","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限"
"0001","日経平均株価（日経225）","東証","株価指数","20250731","41069.82","415.12","1.02","40654.7","40693","41151.25","40639.32","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20250731","2943.07","22.89","0.78","2920.18","2927.26","2946.62","2922.18","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20250731","4685","10","0.21","4675","4710","4720","4660","32200","150962","56587","3975","5380"
"130A","Veritas_In_Silico","東証GR","医薬品","20250731","830","-69","-7.68","899","914","940","796","3774500","3258057","5384","749","1049"
"1332","ニッスイ","東証PR","水産・農林","20250731","885.3","4.6","0.52","880.7","880","889","880","1458000","1291336","276595","730.7","1031"
"1333","マルハニチロ","東証PR","水産・農林","20250731","3140","10","0.32","3130","3133","3159","3130","167000","525268","158818","2430","3830"
"135A","VRAIN_Solution","東証GR","情報通信","20250731","2266","-69","-2.96","2335","2330","2334","2262","71200","163039","22909","1835","2835"
"1375","ユキグニファクトリー","東証PR","水産・農林","20250731","1127","0","0","1127","1131","1138","1126","44500","50301","44979","827","1427"
"1376","カネコ種苗","東証ST","水産・農林","20250731","1378","11","0.8","1367","1369","1378","1369","3500","4813","16223","1067","1667"
"1377","サカタのタネ","東証PR","水産・農林","20250731","3400","10","0.29","3390","3405","3410","3390","96600","328466","154397","2690","4090"
"1379","ホクト","東証PR","水産・農林","20250731","1846","-3","-0.16","1849","1849","1854","1838","33700","62204","61581","1449","2249"
"137A","Cocolive","東証GR","情報通信","20250731","1355","20","1.5","1335","1337","1363","1335","12000","16177","4026","1035","1635"
"1380","秋川牧園","東証ST","水産・農林","20250731","1032","16","1.57","1016","1016","1032","1016","1000","1024","4313","716","1316"
"1381","アクシーズ","東証ST","水産・農林","20250731","3015","15","0.5","3000","3005","3020","3005","1000","3016","16937","2300","3700"
"1382","ホーブ","東証ST","水産・農林","20250731","1755","-12","-0.68","1767","1767","1774","1755","1500","2644","1337","1367","2167"
"1383","ベルグアース","東証ST","水産・農林","20250731","2970","0","0","2970","2969","2991","2969","1200","3580","4792","2470","3470"
"1384","ホクリヨウ","東証ST","水産・農林","20250731","1655","24","1.47","1631","1632","1657","1622","21700","35665","14000","1231","2031"
"138A","光フードサービス","東証GR","小売","20250731","2223","65","3.01","2158","2158","2223","2158","3800","8316","2205","1658","2658"
"1401","エムビーエス","東証GR","建設","20250731","1219","1","0.08","1218","1208","1229","1204","44200","53746","9425","918","1518"
