"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","出来高","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限"
"0001","日経平均株価（日経225）","東証","株価指数","20250530","37965.1","-467.88","-1.22","38432.98","37912.49","38114.47","37748.17","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20250530","2801.57","-10.45","-0.37","2812.02","2780.4","2810.22","2775.81","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20250530","4485","170","3.94","4315","4330","4515","4330","124200","554361","54171","3615","5020"
"130A","Veritas_In_Silico","東証GR","医薬品","20250530","688","6","0.88","682","684","696","676","18000","12367","4463","582","782"
"1332","ニッスイ","東証PR","水産・農林","20250530","846.9","7.5","0.89","839.4","836","848.6","833.6","1980700","1672951","264597","689.4","989.4"
"1333","マルハニチロ","東証PR","水産・農林","20250530","3121","67","2.19","3054","3060","3130","3058","531500","1651681","157857","2354","3754"
"135A","VRAIN_Solution","東証GR","情報通信","20250530","2593","68","2.69","2525","2524","2636","2494","165600","425862","26215","2025","3025"
"1375","ユキグニファクトリー","東証PR","水産・農林","20250530","1090","0","0","1090","1090","1093","1084","34200","37251","43503","790","1390"
"1376","カネコ種苗","東証ST","水産・農林","20250530","1385","-19","-1.35","1404","1392","1392","1383","6200","8599","16305","1104","1704"
"1377","サカタのタネ","東証PR","水産・農林","20250530","3455","-15","-0.43","3470","3440","3480","3440","208700","721742","160349","2770","4170"
"1379","ホクト","東証PR","水産・農林","20250530","1796","-4","-0.22","1800","1798","1803","1785","57300","102729","59913","1400","2200"
"137A","Cocolive","東証GR","情報通信","20250530","1334","-2","-0.15","1336","1366","1380","1329","4000","5404","3963","1036","1636"
"1380","秋川牧園","東証ST","水産・農林","20250530","991","7","0.71","984","984","991","983","600","592","4141","834","1134"
"1381","アクシーズ","東証ST","水産・農林","20250530","3195","55","1.75","3140","3140","3200","3120","4300","13598","17948","2440","3840"
"1382","ホーブ","東証ST","水産・農林","20250530","1806","12","0.67","1794","1804","1825","1796","2800","5077","1376","1394","2194"
"1383","ベルグアース","東証ST","水産・農林","20250530","2960","15","0.51","2945","2955","2974","2946","2900","8565","4776","2445","3445"
"1384","ホクリヨウ","東証ST","水産・農林","20250530","1460","12","0.83","1448","1430","1460","1430","9600","13945","12350","1148","1748"
"138A","光フードサービス","東証GR","小売","20250530","1882","0","0","1882","1882","1882","1881","1600","3011","1867","1482","2282"
"1401","エムビーエス","東証GR","建設","20250530","825","11","1.35","814","815","835","815","10500","8662","6379","664","964"
"1407","ウエストホールディングス","東証ST","建設","20250530","1580","22","1.41","1558","1558","1581","1545","128500","201861","72723","1158","1958"
"1414","ショーボンドホールディングス","東証PR","建設","20250530","4898","-16","-0.33","4914","4890","4927","4860","137900","675543","268142","4214","5614"
"1417","ミライト・ワン","東証PR","建設","20250530","2553","25","0.99","2528","2515","2577","2511","430900","1100845","233154","2028","3028"
"1418","インターライフホールディングス","東証ST","建設","20250530","398","-5","-1.24","403","403","403","398","32600","13067","6770","323","483"
"1419","タマホーム","東証PR","建設","20250530","3570","-160","-4.29","3730","3670","3680","3565","737900","2652644","105157","3030","4430"
"141A","トライアルホールディングス","東証GR","小売","20250530","2176","-17","-0.78","2193","2208","2215","2176","685600","1500067","266284","1693","2693"
"1420","サンヨーホームズ","東証ST","建設","20250530","678","3","0.44","675","674","678","673","5400","3647","8556","575","775"
"1429","日本アクア","東証PR","建設","20250530","782","3","0.39","779","779","791","779","112000","88009","27182","629","929"
"142A","ジンジブ","東証GR","サービス","20250530","643","8","1.26","635","625","655","615","11100","7108","1866","535","735"
"1430","ファーストコーポレーション","東証ST","建設","20250530","889","-7","-0.78","896","894","895","888","73000","65010","11880","746","1046"
"1431","Lib_Work","東証GR","建設","20250530","697","4","0.58","693","694","697","694","12000","8344","16834","593","793"
"1433","ベステラ","東証PR","建設","20250530","1130","12","1.07","1118","1118","1130","1118","29600","33329","11677","818","1418"
"1434","JESCOホールディングス","東証ST","建設","20250530","901","-22","-2.38","923","922","930","901","14400","13163","6266","773","1073"
"1435","robot_home","東証ST","不動産","20250530","150","0","0","150","150","152","149","205300","30895","13669","100","200"
"1436","グリーンエナジー＆カンパニー","東証GR","建設","20250530","2112","0","0","2112","2112","2128","2108","6200","13123","9049","1612","2612"
