"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","出来高","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限"
"0001","日経平均株価（日経225）","東証","株価指数","20250703","39785.9","23.42","0.06","39762.48","39796.75","39865.89","39667.82","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20250703","2828.99","2.95","0.1","2826.04","2825.46","2828.99","2816.21","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20250703","4530","40","0.89","4490","4480","4545","4475","37400","168644","54715","3790","5190"
"130A","Veritas_In_Silico","東証GR","医薬品","20250703","593","10","1.72","583","580","593","563","87600","50755","3847","483","683"
"1332","ニッスイ","東証PR","水産・農林","20250703","881.8","-5.2","-0.59","887","880","886.3","879","1225700","1080786","275501","737","1037"
"1333","マルハニチロ","東証PR","水産・農林","20250703","3079","31","1.02","3048","3064","3079","3052","195900","600820","155732","2348","3748"
"135A","VRAIN_Solution","東証GR","情報通信","20250703","2661","29","1.1","2632","2632","2703","2611","59200","157695","26903","2132","3135"
"1375","ユキグニファクトリー","東証PR","水産・農林","20250703","1097","6","0.55","1091","1091","1099","1091","22400","24515","43782","791","1391"
"1376","カネコ種苗","東証ST","水産・農林","20250703","1357","2","0.15","1355","1356","1368","1356","5700","7765","15975","1055","1655"
"1377","サカタのタネ","東証PR","水産・農林","20250703","3480","20","0.58","3460","3460","3495","3455","63400","220543","161509","2760","4160"
"1379","ホクト","東証PR","水産・農林","20250703","1796","-2","-0.11","1798","1798","1804","1790","18300","32876","59913","1398","2198"
"137A","Cocolive","東証GR","情報通信","20250703","1464","19","1.31","1445","1452","1480","1440","5700","8361","4350","1145","1745"
"1380","秋川牧園","東証ST","水産・農林","20250703","983","2","0.2","981","981","983","981","700","687","4108","831","1131"
"1381","アクシーズ","東証ST","水産・農林","20250703","2918","7","0.24","2911","2911","2918","2911","400","1167","16392","2411","3415"
"1382","ホーブ","東証ST","水産・農林","20250703","1820","20","1.11","1800","1807","1820","1798","4500","8138","1387","1400","2200"
"1383","ベルグアース","東証ST","水産・農林","20250703","2912","-1","-0.03","2913","2913","2913","2912","500","1456","4699","2413","3415"
"1384","ホクリヨウ","東証ST","水産・農林","20250703","1605","-51","-3.08","1656","1657","1657","1604","32100","51870","13577","1256","2056"
"138A","光フードサービス","東証GR","小売","20250703","2119","0","0","2119","2119","2119","2119","200","424","2102","1619","2619"
"1401","エムビーエス","東証GR","建設","20250703","1231","14","1.15","1217","1210","1234","1207","21900","26735","9518","917","1517"
