"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","出来高","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限"
"0001","日経平均株価（日経225）","東証","株価指数","20251112","51063.31","220.38","0.43","50842.93","50988.53","51072.26","50537.5","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20251112","3359.33","37.75","1.14","3321.58","3336.78","3362.43","3333.11","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20251112","4775","85","1.81","4690","4690","4800","4685","51100","243288","57674","3990","5390"
"130A","Veritas_In_Silico","東証GR","医薬品","20251112","569","13","2.34","556","558","581","555","75900","42747","3691","456","656"
"1332","ニッスイ","東証PR","水産・農林","20251112","1154","7","0.61","1147","1149","1164.5","1141.5","2006300","2318785","360545","847","1447"
"1333","マルハニチロ","東証PR","水産・農林","20251112","3636","-11","-0.3","3647","3680","3721","3636","320300","1175129","183905","2947","4347"
"135A","VRAIN_Solution","東証GR","情報通信","20251112","3530","10","0.28","3520","3590","3725","3430","303400","1090031","36122","2820","4220"
"1375","ユキグニファクトリー","東証PR","水産・農林","20251112","1032","10","0.98","1022","1022","1036","1022","55400","57110","41188","722","1322"
"1376","カネコ種苗","東証ST","水産・農林","20251112","1693","32","1.93","1661","1658","1711","1658","27400","46418","19931","1261","2061"
"1377","サカタのタネ","東証PR","水産・農林","20251112","3970","20","0.51","3950","3950","4000","3945","128600","511227","180281","3250","4650"
"1379","ホクト","東証PR","水産・農林","20251112","1892","18","0.96","1874","1889","1904","1886","64400","122129","63115","1474","2274"
"137A","Cocolive","東証GR","情報通信","20251112","1139","0","0","1139","1141","1157","1136","7700","8807","3443","839","1439"
"1380","秋川牧園","東証ST","水産・農林","20251112","1003","5","0.5","998","1004","1004","999","700","702","4192","848","1148"
"1381","アクシーズ","東証ST","水産・農林","20251112","3965","-220","-5.26","4185","4115","4115","3950","6900","27640","22273","3485","4885"
"1382","ホーブ","東証ST","水産・農林","20251112","1970","4","0.2","1966","1966","1975","1966","1100","2168","1501","1566","2366"
"1383","ベルグアース","東証ST","水産・農林","20251112","2979","9","0.3","2970","2970","2983","2970","1700","5057","4807","2470","3470"
"1384","ホクリヨウ","東証ST","水産・農林","20251112","2978","92","3.19","2886","2931","3000","2887","120200","356550","25191","2386","3390"
