"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","出来高","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限"
"0001","日経平均株価（日経225）","東証","株価指数","20250908","43643.81","625.06","1.45","43018.75","43451.07","43838.6","43343.58","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20250908","3138.2","32.89","1.06","3105.31","3124.26","3146.58","3118.61","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20250908","5120","40","0.79","5080","5120","5200","5080","79600","409484","61841","4080","6080"
"130A","Veritas_In_Silico","東証GR","医薬品","20250908","731","14","1.95","717","720","739","712","32100","23311","4742","567","867"
"1332","ニッスイ","東証PR","水産・農林","20250908","1079","13.5","1.27","1065.5","1074","1079","1062.5","1364100","1466183","337112","765.5","1365.5"
"1333","マルハニチロ","東証PR","水産・農林","20250908","3544","75","2.16","3469","3480","3563","3469","227100","800117","179251","2769","4169"
"135A","VRAIN_Solution","東証GR","情報通信","20250908","2415","-26","-1.07","2441","2459","2522","2410","59900","146778","24713","1941","2941"
"1375","ユキグニファクトリー","東証PR","水産・農林","20250908","1081","3","0.28","1078","1083","1083","1077","55600","60057","43143","778","1378"
"1376","カネコ種苗","東証ST","水産・農林","20250908","1426","3","0.21","1423","1425","1426","1420","5900","8395","16788","1123","1723"
"1377","サカタのタネ","東証PR","水産・農林","20250908","3665","25","0.69","3640","3650","3680","3645","71100","260692","166430","2940","4340"
"1379","ホクト","東証PR","水産・農林","20250908","1909","6","0.32","1903","1908","1914","1897","43100","82237","63682","1503","2303"
"137A","Cocolive","東証GR","情報通信","20250908","1416","1","0.07","1415","1414","1440","1414","9100","12984","4280","1115","1715"
"1380","秋川牧園","東証ST","水産・農林","20250908","1015","3","0.3","1012","1012","1015","1012","300","304","4242","712","1312"
"1381","アクシーズ","東証ST","水産・農林","20250908","3035","-5","-0.16","3040","3060","3060","3025","1600","4860","17049","2340","3740"
