"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","出来高","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限"
"0001","日経平均株価（日経225）","東証","株価指数","20250903","41938.89","-371.6","-0.88","42310.49","42085.66","42293.54","41863.2","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","20250903","3048.89","-32.99","-1.07","3081.88","3073.33","3078.77","3042.59","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","20250903","4855","-5","-0.1","4860","4850","4875","4820","39100","189564","58640","4160","5560"
"130A","Veritas_In_Silico","東証GR","医薬品","20250903","711","-16","-2.2","727","726","731","709","39000","28026","4612","577","877"
"1332","ニッスイ","東証PR","水産・農林","20250903","1042","7.5","0.72","1034.5","1039","1046","1032.5","1371800","1428730","325552","734.5","1334.5"
"1333","マルハニチロ","東証PR","水産・農林","20250903","3379","15","0.45","3364","3395","3413","3355","161400","546271","170906","2664","4064"
"135A","VRAIN_Solution","東証GR","情報通信","20250903","2528","-140","-5.25","2668","2651","2651","2525","91400","234134","25869","2168","3170"
"1375","ユキグニファクトリー","東証PR","水産・農林","20250903","1075","-2","-0.19","1077","1083","1085","1075","68200","73582","42904","777","1377"
"1376","カネコ種苗","東証ST","水産・農林","20250903","1416","2","0.14","1414","1414","1416","1409","12600","17813","16670","1114","1714"
"1377","サカタのタネ","東証PR","水産・農林","20250903","3615","25","0.7","3590","3580","3645","3580","71000","257067","164160","2890","4290"
"1379","ホクト","東証PR","水産・農林","20250903","1889","20","1.07","1869","1869","1899","1864","65300","123260","63015","1469","2269"
"137A","Cocolive","東証GR","情報通信","20250903","1435","-1","-0.07","1436","1433","1456","1427","8500","12244","4337","1136","1736"
"1380","秋川牧園","東証ST","水産・農林","20250903","1012","-1","-0.1","1013","1016","1016","1011","1000","1012","4229","713","1313"
"1381","アクシーズ","東証ST","水産・農林","20250903","3055","5","0.16","3050","3040","3055","3040","1300","3963","17161","2350","3750"
"1382","ホーブ","東証ST","水産・農林","20250903","2353","400","20.48","1953","1993","2353","1963","132200","294452","1793","1553","2353"
"1383","ベルグアース","東証ST","水産・農林","20250903","3000","0","0","3000","3010","3010","2998","800","2403","4841","2300","3700"
"1384","ホクリヨウ","東証ST","水産・農林","20250903","2183","-21","-0.95","2204","2254","2254","2183","49200","109096","18466","1704","2704"
"138A","光フードサービス","東証GR","小売","20250903","2404","23","0.97","2381","2422","2424","2386","2400","5791","2385","1881","2881"
"1401","エムビーエス","東証GR","建設","20250903","1519","59","4.04","1460","1460","1525","1449","56500","84707","11745","1160","1760"
"1407","ウエストホールディングス","東証ST","建設","20250903","1663","-26","-1.54","1689","1665","1690","1656","209700","350237","76544","1289","2089"
"1414","ショーボンドホールディングス","東証PR","建設","20250903","5182","-4","-0.08","5186","5166","5219","5149","293000","1519290","283690","4186","6186"
"1417","ミライト・ワン","東証PR","建設","20250903","2854.5","-31.5","-1.09","2886","2886","2896","2840","338000","967495","260688","2386","3386"
"1418","インターライフホールディングス","東証ST","建設","20250903","433","4","0.93","429","429","439","429","69000","29963","7366","349","509"
"1419","タマホーム","東証PR","建設","20250903","3710","5","0.13","3705","3705","3730","3675","117700","436132","109281","3005","4405"
"141A","トライアルホールディングス","東証GR","小売","20250903","2508","-67","-2.6","2575","2583","2615","2508","1478200","3772753","306936","2075","3075"
"1420","サンヨーホームズ","東証ST","建設","20250903","705","2","0.28","703","705","705","702","3800","2675","8897","553","853"
"1429","日本アクア","東証PR","建設","20250903","940","-4","-0.42","944","948","948","938","104100","98040","32674","794","1094"
"142A","ジンジブ","東証GR","サービス","20250903","898","58","6.9","840","855","925","855","51100","45604","2607","690","990"
"1430","ファーストコーポレーション","東証ST","建設","20250903","948","3","0.32","945","949","954","947","25300","24049","12669","795","1095"
"1431","Lib_Work","東証GR","建設","20250903","773","-5","-0.64","778","775","780","773","36400","28205","18669","628","928"
"1433","ベステラ","東証PR","建設","20250903","1234","-19","-1.52","1253","1253","1253","1227","70100","86680","11383","953","1553"
"1434","JESCOホールディングス","東証ST","建設","20250903","1136","66","6.17","1070","1111","1150","1104","329900","372549","7900","770","1370"
"1435","robot_home","東証ST","不動産","20250903","182","1","0.55","181","181","188","180","592900","108780","16585","131","231"
